year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,10,10,1846,-4,2144,-16,AA,N3FKAA,119,EWR,LAX,329,2454,18,46
2013,10,10,1906,-4,2154,-21,AA,N338AA,21,JFK,LAX,318,2475,19,6
2013,10,10,1935,92,2240,83,UA,N14228,1600,EWR,LAX,324,2454,19,35
2013,10,10,1958,-2,2250,-25,VX,N837VA,415,JFK,LAX,331,2475,19,58
2013,10,10,2001,60,2321,66,UA,N12238,1526,EWR,LAX,332,2454,20,1
2013,10,10,2009,74,2305,50,VX,N622VA,169,EWR,LAX,328,2454,20,9
2013,10,10,2020,3,2311,-9,UA,N518UA,771,JFK,LAX,314,2475,20,20
2013,10,10,2037,33,2335,21,UA,N53441,1224,EWR,LAX,329,2454,20,37
2013,10,10,2056,2,452,,B6,N708JB,523,JFK,LAX,,2475,20,56
2013,10,10,2117,17,2400,-20,DL,N198DN,427,JFK,LAX,322,2475,21,17
2013,10,10,2310,90,204,84,AA,N332AA,185,JFK,LAX,324,2475,23,10
2013,10,11,651,21,1015,53,UA,N546UA,797,JFK,LAX,343,2475,6,51
2013,10,11,656,4,937,-17,UA,N37464,1439,EWR,LAX,315,2454,6,56
2013,10,11,658,-2,1010,7,B6,N821JB,23,JFK,LAX,324,2475,6,58
2013,10,11,658,-2,1008,-7,DL,N192DN,420,JFK,LAX,324,2475,6,58
2013,10,11,704,4,1015,0,VX,N632VA,399,JFK,LAX,321,2475,7,4
2013,10,11,756,-4,1039,-21,AA,N320AA,33,JFK,LAX,321,2475,7,56
2013,10,11,832,2,1107,-15,UA,N510UA,443,JFK,LAX,306,2475,8,32
2013,10,11,850,-7,1139,-12,UA,N530UA,997,EWR,LAX,308,2454,8,50
2013,10,11,855,-5,1153,-17,DL,N703TW,120,JFK,LAX,330,2475,8,55
2013,10,11,907,-3,1150,-30,AA,N327AA,1,JFK,LAX,323,2475,9,7
2013,10,11,909,-6,1208,-22,VX,N848VA,161,EWR,LAX,322,2454,9,9
2013,10,11,925,5,1220,-15,VX,N628VA,407,JFK,LAX,323,2475,9,25
2013,10,11,930,-5,1222,-8,B6,N705JB,223,JFK,LAX,321,2475,9,30
2013,10,11,958,-2,1233,-33,UA,N12221,1735,EWR,LAX,315,2454,9,58
2013,10,11,1034,4,1324,-1,AA,N338AA,19,JFK,LAX,323,2475,10,34
2013,10,11,1101,1,1349,-19,UA,N87531,1479,EWR,LAX,322,2454,11,1
2013,10,11,1124,-1,1412,-13,UA,N555UA,398,JFK,LAX,322,2475,11,24
2013,10,11,1156,-3,1446,-7,B6,N558JB,323,JFK,LAX,323,2475,11,56
2013,10,11,1156,-4,1434,-32,DL,N727TW,423,JFK,LAX,311,2475,11,56
2013,10,11,1158,-2,1435,-20,AA,N328AA,3,JFK,LAX,317,2475,11,58
2013,10,11,1258,-2,1600,-10,VX,N630VA,411,JFK,LAX,329,2475,12,58
2013,10,11,1309,9,1558,-7,VX,N626VA,165,EWR,LAX,324,2454,13,9
2013,10,11,1329,4,1617,-6,UA,N14115,1054,EWR,LAX,323,2454,13,29
2013,10,11,1339,-6,1630,-20,AA,N339AA,117,JFK,LAX,323,2475,13,39
2013,10,11,1428,3,1711,-20,UA,N73270,1493,EWR,LAX,320,2454,14,28
2013,10,11,1447,2,1718,-40,UA,N589UA,841,JFK,LAX,304,2475,14,47
2013,10,11,1520,-1,1806,-13,UA,N17105,1600,EWR,LAX,322,2454,15,20
2013,10,11,1523,-2,1817,-23,AA,N324AA,133,JFK,LAX,318,2475,15,23
2013,10,11,1524,-6,1831,-22,DL,N196DN,424,JFK,LAX,324,2475,15,24
2013,10,11,1625,0,1927,-5,B6,N593JB,423,JFK,LAX,325,2475,16,25
2013,10,11,1628,-2,1918,-22,AA,N332AA,181,JFK,LAX,318,2475,16,28
2013,10,11,1651,-4,1936,-39,VX,N622VA,413,JFK,LAX,321,2475,16,51
2013,10,11,1723,23,2016,-2,DL,N722TW,95,JFK,LAX,318,2475,17,23
2013,10,11,1759,0,2029,-33,UA,N518UA,535,JFK,LAX,311,2475,17,59
2013,10,11,1820,5,2107,-31,DL,N195DN,17,JFK,LAX,321,2475,18,20
2013,10,11,1839,36,2128,11,UA,N37290,1165,EWR,LAX,313,2454,18,39
2013,10,11,1933,43,2214,14,AA,N3BUAA,119,EWR,LAX,316,2454,19,33
2013,10,11,1944,33,2244,19,UA,N12218,1526,EWR,LAX,306,2454,19,44
2013,10,11,2020,70,2241,26,AA,N336AA,21,JFK,LAX,300,2475,20,20
2013,10,11,2044,24,2319,-11,UA,N36447,1224,EWR,LAX,306,2454,20,44
2013,10,11,2054,235,2350,231,UA,N16709,1665,EWR,LAX,310,2454,20,54
2013,10,11,2057,-3,2340,-40,DL,N192DN,427,JFK,LAX,309,2475,20,57
2013,10,11,2140,0,16,-24,AA,N320AA,185,JFK,LAX,313,2475,21,40
2013,10,11,2147,90,100,100,UA,N595UA,771,JFK,LAX,331,2475,21,47
2013,10,11,2148,108,49,94,VX,N635VA,415,JFK,LAX,336,2475,21,48
2013,10,11,2159,184,51,156,VX,N634VA,169,EWR,LAX,335,2454,21,59
2013,10,11,2200,66,52,53,B6,N644JB,523,JFK,LAX,325,2475,22,0
2013,10,12,627,-3,919,-3,UA,N596UA,797,JFK,LAX,321,2475,6,27
2013,10,12,658,-3,959,-14,DL,N711ZX,420,JFK,LAX,318,2475,6,58
2013,10,12,659,-1,1004,1,B6,N834JB,23,JFK,LAX,322,2475,6,59
2013,10,12,707,7,1010,-5,VX,N638VA,399,JFK,LAX,326,2475,7,7
2013,10,12,757,-3,1036,-24,AA,N327AA,33,JFK,LAX,319,2475,7,57
2013,10,12,809,5,1104,-5,UA,N826UA,785,EWR,LAX,325,2454,8,9
2013,10,12,829,-1,1132,2,UA,N518UA,443,JFK,LAX,325,2475,8,29
2013,10,12,900,0,1201,-10,DL,N718TW,120,JFK,LAX,331,2475,9,0
2013,10,12,902,-8,1153,-11,UA,N559UA,273,EWR,LAX,320,2454,9,2
2013,10,12,908,-2,1208,-12,AA,N328AA,1,JFK,LAX,331,2475,9,8
2013,10,12,918,-2,1206,-29,VX,N630VA,407,JFK,LAX,327,2475,9,18
2013,10,12,922,7,1211,-19,VX,N849VA,161,EWR,LAX,327,2454,9,22
2013,10,12,1023,-7,1307,-18,AA,N323AA,19,JFK,LAX,319,2475,10,23
2013,10,12,1059,-1,1356,-14,UA,N77258,1479,EWR,LAX,328,2454,10,59
2013,10,12,1123,-2,1426,1,UA,N560UA,703,JFK,LAX,342,2475,11,23
2013,10,12,1156,-4,1447,-23,DL,N189DN,423,JFK,LAX,331,2475,11,56
2013,10,12,1157,-3,1444,-11,AA,N329AA,3,JFK,LAX,325,2475,11,57
2013,10,12,1157,-2,1454,1,B6,N571JB,323,JFK,LAX,330,2475,11,57
2013,10,12,1258,-2,1539,-26,VX,N627VA,165,EWR,LAX,321,2454,12,58
2013,10,12,1307,7,1559,-11,VX,N628VA,411,JFK,LAX,326,2475,13,7
2013,10,12,1323,-3,1604,-20,UA,N19141,1199,EWR,LAX,319,2454,13,23
2013,10,12,1340,-5,1636,-14,AA,N335AA,117,JFK,LAX,329,2475,13,40
2013,10,12,1425,0,1722,-5,UA,N37255,1493,EWR,LAX,331,2454,14,25
2013,10,12,1524,-6,1852,9,UA,N598UA,841,JFK,LAX,333,2475,15,24
2013,10,12,1525,4,1820,1,UA,N13110,1600,EWR,LAX,326,2454,15,25
2013,10,12,1553,23,1850,-3,DL,N197DN,424,JFK,LAX,307,2475,15,53
2013,10,12,1626,1,1936,4,B6,N766JB,423,JFK,LAX,330,2475,16,26
2013,10,12,1629,-1,1931,-9,AA,N320AA,181,JFK,LAX,330,2475,16,29
2013,10,12,1650,0,1948,-12,UA,N35204,1554,EWR,LAX,339,2454,16,50
2013,10,12,1652,87,2001,81,AA,N338AA,133,JFK,LAX,323,2475,16,52
2013,10,12,1712,17,2014,-1,VX,N853VA,413,JFK,LAX,331,2475,17,12
2013,10,12,1816,1,2118,-18,DL,N195DN,17,JFK,LAX,314,2475,18,16
2013,10,12,1829,30,2123,21,UA,N595UA,535,JFK,LAX,323,2475,18,29
2013,10,12,1845,-5,2145,-15,AA,N3CMAA,119,EWR,LAX,322,2454,18,45
2013,10,12,1911,1,2212,-3,AA,N324AA,21,JFK,LAX,320,2475,19,11
2013,10,12,1927,11,2213,-12,UA,N35260,1526,EWR,LAX,322,2454,19,27
2013,10,12,2053,-1,2351,-8,B6,N784JB,523,JFK,LAX,324,2475,20,53
2013,10,12,2142,2,37,-3,AA,N327AA,185,JFK,LAX,328,2475,21,42
2013,10,13,648,-2,943,-5,UA,N28478,1439,EWR,LAX,335,2454,6,48
2013,10,13,655,-5,1018,15,B6,N821JB,23,JFK,LAX,347,2475,6,55
2013,10,13,655,-5,945,-30,DL,N193DN,420,JFK,LAX,323,2475,6,55
2013,10,13,702,2,1017,2,VX,N632VA,399,JFK,LAX,344,2475,7,2
2013,10,13,728,-1,1041,20,UA,N590UA,443,JFK,LAX,333,2475,7,28
2013,10,13,750,-1,1107,17,UA,N32404,1455,EWR,LAX,342,2454,7,50
2013,10,13,755,-5,1032,-28,AA,N329AA,33,JFK,LAX,318,2475,7,55
2013,10,13,857,-3,1206,-5,DL,N710TW,120,JFK,LAX,335,2475,8,57
2013,10,13,907,-3,1152,-28,AA,N323AA,1,JFK,LAX,325,2475,9,7
2013,10,13,916,17,1214,21,UA,N566UA,997,EWR,LAX,330,2454,9,16
2013,10,13,919,-1,1206,-29,VX,N624VA,407,JFK,LAX,326,2475,9,19
2013,10,13,931,-4,1228,-2,B6,N809JB,223,JFK,LAX,336,2475,9,31
2013,10,13,1005,-1,1307,-3,UA,N14237,1735,EWR,LAX,344,2454,10,5
2013,10,13,1023,-7,1333,8,AA,N328AA,19,JFK,LAX,330,2475,10,23
2013,10,13,1102,2,1407,1,UA,N24202,1479,EWR,LAX,337,2454,11,2
2013,10,13,1109,-6,1350,-25,UA,N554UA,703,JFK,LAX,319,2475,11,9
2013,10,13,1155,-5,1454,1,B6,N827JB,323,JFK,LAX,333,2475,11,55
2013,10,13,1159,-1,1505,10,AA,N338AA,3,JFK,LAX,333,2475,11,59
2013,10,13,1230,30,1527,21,DL,N723TW,423,JFK,LAX,334,2475,12,30
2013,10,13,1259,-1,1608,-2,VX,N636VA,411,JFK,LAX,346,2475,12,59
2013,10,13,1309,9,1613,8,VX,N625VA,165,EWR,LAX,346,2454,13,9
2013,10,13,1322,-4,1622,-2,UA,N14121,1054,EWR,LAX,336,2454,13,22
2013,10,13,1336,-9,1640,-10,AA,N336AA,117,JFK,LAX,334,2475,13,36
2013,10,13,1420,-5,1717,-15,UA,N812UA,527,EWR,LAX,342,2454,14,20
2013,10,13,1445,-2,1739,-21,UA,N588UA,841,JFK,LAX,321,2475,14,45
2013,10,13,1524,4,1916,58,UA,N14107,1600,EWR,LAX,349,2454,15,24
2013,10,13,1524,-1,1901,21,AA,N320AA,133,JFK,LAX,331,2475,15,24
2013,10,13,1528,-2,1919,26,DL,N198DN,424,JFK,LAX,335,2475,15,28
2013,10,13,1624,-6,1931,-9,AA,N324AA,181,JFK,LAX,327,2475,16,24
2013,10,13,1624,-1,1936,4,B6,N635JB,423,JFK,LAX,328,2475,16,24
2013,10,13,1655,0,2021,6,VX,N642VA,413,JFK,LAX,346,2475,16,55
2013,10,13,1655,-5,2011,-7,DL,N721TW,95,JFK,LAX,327,2475,16,55
2013,10,13,1707,1,2021,21,UA,N519UA,376,EWR,LAX,332,2454,17,7
2013,10,13,1808,9,2100,8,UA,N589UA,535,JFK,LAX,325,2475,18,8
2013,10,13,1810,10,2132,18,UA,N87507,1022,EWR,LAX,333,2454,18,10
2013,10,13,1815,0,2132,-6,DL,N195DN,17,JFK,LAX,343,2475,18,15
2013,10,13,1848,-2,2215,15,AA,N3FBAA,119,EWR,LAX,334,2454,18,48
2013,10,13,1855,0,2216,1,VX,N622VA,169,EWR,LAX,333,2454,18,55
2013,10,13,1910,2,2230,14,UA,N68453,1526,EWR,LAX,326,2454,19,10
2013,10,13,1918,8,2239,24,AA,N335AA,21,JFK,LAX,341,2475,19,18
2013,10,13,1953,-7,2327,12,VX,N627VA,415,JFK,LAX,341,2475,19,53
2013,10,13,2003,2,2326,12,UA,N75433,1224,EWR,LAX,334,2454,20,3
2013,10,13,2043,18,14,56,UA,N518UA,771,JFK,LAX,349,2475,20,43
2013,10,13,2054,0,32,33,B6,N585JB,523,JFK,LAX,353,2475,20,54
2013,10,13,2059,-1,21,1,DL,N193DN,427,JFK,LAX,328,2475,20,59
2013,10,13,2136,-4,101,21,AA,N329AA,185,JFK,LAX,342,2475,21,36
2013,10,14,627,-3,946,24,UA,N512UA,797,JFK,LAX,341,2475,6,27
2013,10,14,651,-1,951,-3,UA,N37422,1439,EWR,LAX,337,2454,6,51
2013,10,14,651,-9,954,-9,B6,N827JB,23,JFK,LAX,339,2475,6,51
2013,10,14,659,-1,1011,-4,VX,N635VA,399,JFK,LAX,344,2475,6,59
2013,10,14,700,0,1016,1,DL,N188DN,420,JFK,LAX,339,2475,7,0
2013,10,14,743,1,1046,-6,UA,N12218,1455,EWR,LAX,347,2454,7,43
2013,10,14,800,0,1046,-14,AA,N328AA,33,JFK,LAX,323,2475,8,0
2013,10,14,821,-9,1201,39,UA,N588UA,443,JFK,LAX,350,2475,8,21
2013,10,14,853,-4,1216,18,UA,N73270,1600,EWR,LAX,354,2454,8,53
2013,10,14,900,0,1201,-10,DL,N709TW,120,JFK,LAX,326,2475,9,0
2013,10,14,905,-5,1205,-15,AA,N339AA,1,JFK,LAX,328,2475,9,5
2013,10,14,911,-4,1225,-5,VX,N848VA,161,EWR,LAX,347,2454,9,11
2013,10,14,912,-8,1208,-27,VX,N642VA,407,JFK,LAX,334,2475,9,12
2013,10,14,926,-9,1240,10,B6,N806JB,223,JFK,LAX,341,2475,9,26
2013,10,14,1007,7,1324,18,UA,N54241,1735,EWR,LAX,358,2454,10,7
2013,10,14,1024,-6,1351,26,AA,N335AA,19,JFK,LAX,352,2475,10,24
2013,10,14,1100,0,1425,17,UA,N34222,1479,EWR,LAX,362,2454,11,0
2013,10,14,1119,-6,1413,-12,UA,N502UA,398,JFK,LAX,334,2475,11,19
2013,10,14,1152,-8,1447,-8,AA,N338AA,3,JFK,LAX,333,2475,11,52
2013,10,14,1157,-3,1514,8,DL,N706TW,423,JFK,LAX,346,2475,11,57
2013,10,14,1157,-2,1457,4,B6,N636JB,323,JFK,LAX,334,2475,11,57
2013,10,14,1255,-5,1558,-7,VX,N628VA,165,EWR,LAX,343,2454,12,55
2013,10,14,1258,-2,1623,13,VX,N624VA,411,JFK,LAX,353,2475,12,58
2013,10,14,1337,12,1648,25,UA,N19130,1054,EWR,LAX,351,2454,13,37
2013,10,14,1340,-5,1646,-4,AA,N324AA,117,JFK,LAX,341,2475,13,40
2013,10,14,1432,7,1747,16,UA,N36280,1493,EWR,LAX,350,2454,14,32
2013,10,14,1441,-4,1741,-17,UA,N597UA,841,JFK,LAX,337,2475,14,41
2013,10,14,1517,-8,1823,-17,AA,N323AA,133,JFK,LAX,324,2475,15,17
2013,10,14,1520,-1,1828,9,UA,N41135,1554,EWR,LAX,333,2454,15,20
2013,10,14,1532,2,1849,-4,DL,N192DN,424,JFK,LAX,338,2475,15,32
2013,10,14,1650,25,1952,20,B6,N534JB,423,JFK,LAX,339,2475,16,50
2013,10,14,1656,1,2016,1,VX,N626VA,413,JFK,LAX,348,2475,16,56
2013,10,14,1700,1,2014,15,UA,N14250,1665,EWR,LAX,349,2454,17,0
2013,10,14,1749,79,2115,95,AA,N320AA,181,JFK,LAX,343,2475,17,49
2013,10,14,1758,-1,2127,25,UA,N518UA,535,JFK,LAX,351,2475,17,58
2013,10,14,1809,6,2136,19,UA,N33203,1165,EWR,LAX,358,2454,18,9
2013,10,14,1814,74,2153,95,DL,N709TW,95,JFK,LAX,319,2475,18,14
2013,10,14,1831,16,2204,26,DL,N195DN,17,JFK,LAX,345,2475,18,31
2013,10,14,1849,-6,2215,0,VX,N622VA,169,EWR,LAX,340,2454,18,49
2013,10,14,1854,-7,2247,32,UA,N76508,1526,EWR,LAX,358,2454,18,54
2013,10,14,1858,8,2239,39,AA,N3HAAA,119,EWR,LAX,341,2454,18,58
2013,10,14,1920,10,2202,-13,AA,N336AA,21,JFK,LAX,322,2475,19,20
2013,10,14,1959,-1,2313,-2,VX,N633VA,415,JFK,LAX,349,2475,19,59
2013,10,14,2015,-2,2317,-3,UA,N596UA,771,JFK,LAX,332,2475,20,15
2013,10,14,2032,28,2351,37,UA,N39416,1224,EWR,LAX,332,2454,20,32
2013,10,14,2056,2,7,8,B6,N655JB,523,JFK,LAX,338,2475,20,56
2013,10,14,2059,-1,58,38,DL,N188DN,427,JFK,LAX,366,2475,20,59
2013,10,14,2139,-1,125,45,AA,N328AA,185,JFK,LAX,362,2475,21,39
2013,10,15,620,-10,929,7,UA,N595UA,797,JFK,LAX,336,2475,6,20
2013,10,15,649,-3,1007,13,UA,N75426,1439,EWR,LAX,351,2454,6,49
2013,10,15,652,-8,1003,0,B6,N613JB,23,JFK,LAX,338,2475,6,52
2013,10,15,658,-2,1028,13,VX,N623VA,399,JFK,LAX,352,2475,6,58
2013,10,15,701,1,1022,7,DL,N192DN,420,JFK,LAX,330,2475,7,1
2013,10,15,756,-4,1112,12,AA,N335AA,33,JFK,LAX,330,2475,7,56
2013,10,15,829,-1,1126,4,UA,N597UA,443,JFK,LAX,329,2475,8,29
2013,10,15,851,-6,1203,12,UA,N580UA,997,EWR,LAX,330,2454,8,51
2013,10,15,859,-1,1203,-8,DL,N703TW,120,JFK,LAX,335,2475,8,59
2013,10,15,908,-2,1205,-15,AA,N329AA,1,JFK,LAX,330,2475,9,8
2013,10,15,910,-5,1209,-21,VX,N840VA,161,EWR,LAX,337,2454,9,10
2013,10,15,916,-4,1236,1,VX,N626VA,407,JFK,LAX,345,2475,9,16
2013,10,15,927,-8,1224,-6,B6,N806JB,223,JFK,LAX,338,2475,9,27
2013,10,15,1012,12,1330,24,UA,N35204,1735,EWR,LAX,349,2454,10,12
2013,10,15,1029,-1,1314,-11,AA,N320AA,19,JFK,LAX,319,2475,10,29
2013,10,15,1059,-1,1410,2,UA,N76503,1479,EWR,LAX,350,2454,10,59
2013,10,15,1125,0,1423,-2,UA,N560UA,703,JFK,LAX,337,2475,11,25
2013,10,15,1155,-5,1452,-14,DL,N624AG,423,JFK,LAX,337,2475,11,55
2013,10,15,1156,-4,1455,0,AA,N339AA,3,JFK,LAX,329,2475,11,56
2013,10,15,1222,22,1509,16,B6,N809JB,323,JFK,LAX,331,2475,12,22
2013,10,15,1253,-7,1611,1,VX,N642VA,411,JFK,LAX,345,2475,12,53
2013,10,15,1258,-2,1552,-13,VX,N635VA,165,EWR,LAX,335,2454,12,58
2013,10,15,1322,-3,1628,5,UA,N13113,1054,EWR,LAX,346,2454,13,22
2013,10,15,1342,-3,1634,-16,AA,N327AA,117,JFK,LAX,329,2475,13,42
2013,10,15,1433,8,1754,23,UA,N12216,1493,EWR,LAX,349,2454,14,33
2013,10,15,1458,13,1808,10,UA,N588UA,841,JFK,LAX,340,2475,14,58
2013,10,15,1516,-9,1832,-8,AA,N323AA,133,JFK,LAX,339,2475,15,16
2013,10,15,1521,0,1824,5,UA,N41140,1554,EWR,LAX,335,2454,15,21
2013,10,15,1529,-1,1906,13,DL,N176DN,424,JFK,LAX,351,2475,15,29
2013,10,15,1627,2,1945,13,B6,N703JB,423,JFK,LAX,337,2475,16,27
2013,10,15,1650,-5,2009,-6,VX,N633VA,413,JFK,LAX,342,2475,16,50
2013,10,15,1700,0,2017,-1,DL,N723TW,95,JFK,LAX,328,2475,17,0
2013,10,15,1701,31,2003,23,AA,N328AA,181,JFK,LAX,334,2475,17,1
2013,10,15,1756,-3,2111,9,UA,N518UA,535,JFK,LAX,340,2475,17,56
2013,10,15,1812,-3,2158,20,DL,N188DN,17,JFK,LAX,359,2475,18,12
2013,10,15,1849,-1,2157,-3,AA,N3FBAA,119,EWR,LAX,332,2454,18,49
2013,10,15,1853,-2,2203,-12,VX,N843VA,169,EWR,LAX,330,2454,18,53
2013,10,15,1906,-4,2210,-5,AA,N332AA,21,JFK,LAX,332,2475,19,6
2013,10,15,1920,77,2240,83,UA,N68453,1224,EWR,LAX,328,2454,19,20
2013,10,15,1922,2,2224,-10,UA,N87527,1526,EWR,LAX,327,2454,19,22
2013,10,15,1948,-12,2259,-16,VX,N629VA,415,JFK,LAX,333,2475,19,48
2013,10,15,2017,0,2320,0,UA,N502UA,771,JFK,LAX,325,2475,20,17
2013,10,15,2054,0,6,7,B6,N559JB,523,JFK,LAX,337,2475,20,54
2013,10,15,2117,17,43,23,DL,N192DN,427,JFK,LAX,349,2475,21,17
2013,10,15,2137,-3,51,11,AA,N335AA,185,JFK,LAX,335,2475,21,37
2013,10,16,626,-4,912,-10,UA,N510UA,797,JFK,LAX,324,2475,6,26
2013,10,16,647,-5,950,-4,UA,N45440,1439,EWR,LAX,340,2454,6,47
2013,10,16,656,-4,1010,-5,VX,N625VA,399,JFK,LAX,339,2475,6,56
2013,10,16,656,-4,1007,4,B6,N625JB,23,JFK,LAX,333,2475,6,56
2013,10,16,700,0,1002,-13,DL,N194DN,420,JFK,LAX,325,2475,7,0
2013,10,16,740,-2,1020,-26,UA,N537UA,307,EWR,LAX,318,2454,7,40
2013,10,16,758,-2,1059,-1,AA,N339AA,33,JFK,LAX,334,2475,7,58
2013,10,16,827,-3,1106,-16,UA,N518UA,443,JFK,LAX,307,2475,8,27
2013,10,16,857,-3,1224,13,DL,N710TW,120,JFK,LAX,335,2475,8,57
2013,10,16,901,-9,1149,-31,AA,N320AA,1,JFK,LAX,319,2475,9,1
2013,10,16,906,9,1210,19,UA,N576UA,997,EWR,LAX,319,2454,9,6
2013,10,16,911,-4,1211,-19,VX,N837VA,161,EWR,LAX,334,2454,9,11
2013,10,16,917,-3,1204,-31,VX,N636VA,407,JFK,LAX,321,2475,9,17
2013,10,16,931,-4,1217,-13,B6,N613JB,223,JFK,LAX,326,2475,9,31
2013,10,16,1026,-4,1315,-10,AA,N336AA,19,JFK,LAX,324,2475,10,26
2013,10,16,1113,13,1441,33,UA,N33289,1479,EWR,LAX,368,2454,11,13
2013,10,16,1119,-6,1419,-6,UA,N555UA,703,JFK,LAX,327,2475,11,19
2013,10,16,1151,-9,1459,-7,DL,N624AG,423,JFK,LAX,323,2475,11,51
2013,10,16,1155,-5,1441,-14,AA,N332AA,3,JFK,LAX,322,2475,11,55
2013,10,16,1155,-4,1450,-3,B6,N827JB,323,JFK,LAX,332,2475,11,55
2013,10,16,1250,-10,1549,-16,VX,N639VA,165,EWR,LAX,338,2454,12,50
2013,10,16,1258,-2,1558,-12,VX,N626VA,411,JFK,LAX,335,2475,12,58
2013,10,16,1319,-6,1611,-12,UA,N17126,1054,EWR,LAX,333,2454,13,19
2013,10,16,1341,-4,1642,-8,AA,N329AA,117,JFK,LAX,338,2475,13,41
2013,10,16,1425,0,1710,-21,UA,N16217,1493,EWR,LAX,329,2454,14,25
2013,10,16,1440,-5,1742,-16,UA,N597UA,841,JFK,LAX,339,2475,14,40
2013,10,16,1526,1,1846,6,AA,N338AA,133,JFK,LAX,341,2475,15,26
2013,10,16,1529,-1,1901,8,DL,N193DN,424,JFK,LAX,343,2475,15,29
2013,10,16,1531,10,1835,16,UA,N17104,1554,EWR,LAX,337,2454,15,31
2013,10,16,1620,-5,1910,-22,B6,N595JB,423,JFK,LAX,329,2475,16,20
2013,10,16,1629,-1,1948,8,AA,N335AA,181,JFK,LAX,347,2475,16,29
2013,10,16,1656,-3,1957,4,UA,N526UA,996,EWR,LAX,326,2454,16,56
2013,10,16,1659,-1,1957,-21,DL,N705TW,95,JFK,LAX,330,2475,16,59
2013,10,16,1701,6,2010,-5,VX,N642VA,413,JFK,LAX,338,2475,17,1
2013,10,16,1800,1,2043,-19,UA,N596UA,535,JFK,LAX,327,2475,18,0
2013,10,16,1804,1,2200,43,UA,N36280,1455,EWR,LAX,349,2454,18,4
2013,10,16,1810,-5,2124,-14,DL,N188DN,17,JFK,LAX,335,2475,18,10
2013,10,16,1849,-1,2150,-10,AA,N3HXAA,119,EWR,LAX,326,2454,18,49
2013,10,16,1856,1,2213,-2,VX,N624VA,169,EWR,LAX,343,2454,18,56
2013,10,16,1858,-3,2155,-20,UA,N12218,1526,EWR,LAX,316,2454,18,58
2013,10,16,1905,-5,2201,-14,AA,N324AA,21,JFK,LAX,317,2475,19,5
2013,10,16,1957,-3,2313,-2,VX,N847VA,415,JFK,LAX,331,2475,19,57
2013,10,16,2010,-7,2248,-32,UA,N595UA,771,JFK,LAX,297,2475,20,10
2013,10,16,2050,-4,6,7,B6,N821JB,523,JFK,LAX,338,2475,20,50
2013,10,16,2057,-3,46,26,DL,N195DN,427,JFK,LAX,346,2475,20,57
2013,10,16,2141,1,41,1,AA,N339AA,185,JFK,LAX,330,2475,21,41
2013,10,17,621,-9,916,-6,UA,N597UA,797,JFK,LAX,325,2475,6,21
2013,10,17,652,0,942,-12,UA,N37466,1439,EWR,LAX,328,2454,6,52
2013,10,17,655,-5,956,-7,B6,N537JB,23,JFK,LAX,334,2475,6,55
2013,10,17,700,0,1032,17,VX,N630VA,399,JFK,LAX,346,2475,7,0
2013,10,17,704,4,1013,-2,DL,N196DN,420,JFK,LAX,328,2475,7,4
2013,10,17,802,20,1051,-1,UA,N37298,1455,EWR,LAX,324,2454,8,2
2013,10,17,806,6,1107,7,AA,N338AA,33,JFK,LAX,329,2475,8,6
2013,10,17,825,-5,1129,7,UA,N510UA,443,JFK,LAX,322,2475,8,25
2013,10,17,853,-4,1206,15,UA,N575UA,997,EWR,LAX,322,2454,8,53
2013,10,17,855,-5,1212,1,DL,N713TW,120,JFK,LAX,331,2475,8,55
2013,10,17,906,-9,1216,-14,VX,N839VA,161,EWR,LAX,328,2454,9,6
2013,10,17,907,-3,1235,15,AA,N336AA,1,JFK,LAX,334,2475,9,7
2013,10,17,921,1,1234,-1,VX,N624VA,407,JFK,LAX,338,2475,9,21
2013,10,17,927,-8,1234,4,B6,N583JB,223,JFK,LAX,330,2475,9,27
2013,10,17,1002,2,1307,1,UA,N87507,1735,EWR,LAX,337,2454,10,2
2013,10,17,1025,-5,1311,-14,AA,N332AA,19,JFK,LAX,322,2475,10,25
2013,10,17,1052,-8,1357,-11,UA,N78511,1479,EWR,LAX,331,2454,10,52
2013,10,17,1118,-7,1414,-11,UA,N560UA,703,JFK,LAX,325,2475,11,18
2013,10,17,1156,-4,1441,-14,AA,N320AA,3,JFK,LAX,324,2475,11,56
2013,10,17,1157,-3,1441,-12,B6,N760JB,323,JFK,LAX,331,2475,11,57
2013,10,17,1200,0,1452,-14,DL,N705TW,423,JFK,LAX,325,2475,12,0
2013,10,17,1256,-4,1539,-26,VX,N622VA,165,EWR,LAX,327,2454,12,56
2013,10,17,1304,4,1609,-1,VX,N636VA,411,JFK,LAX,338,2475,13,4
2013,10,17,1326,1,1623,0,UA,N17133,1054,EWR,LAX,321,2454,13,26
2013,10,17,1432,7,1725,-6,UA,N33264,1493,EWR,LAX,329,2454,14,32
2013,10,17,1438,-7,1748,-10,UA,N518UA,841,JFK,LAX,335,2475,14,38
2013,10,17,1506,81,1756,66,AA,N323AA,117,JFK,LAX,328,2475,15,6
2013,10,17,1523,2,1820,1,UA,N21108,1554,EWR,LAX,328,2454,15,23
2013,10,17,1531,1,1845,-8,DL,N176DN,424,JFK,LAX,330,2475,15,31
2013,10,17,1622,-8,1923,-17,AA,N339AA,181,JFK,LAX,329,2475,16,22
